promotion_id,order_id,promo_code,discount_amount
902564,505670,SPRING10,112.29
900036,522068,REFERRAL5,150.97
901181,521546,REFERRAL5,137.74
902422,513593,WELCOME15,12.12
900980,501956,FLASH25,14.87
900173,523372,WELCOME15,178.1
902395,510505,VIP30,26.82
902550,527493,SPRING10,21.92
901364,527743,VIP30,195.32
900891,518824,LOYALTY10,148.8
901333,521889,LOYALTY10,125.91
900897,517288,VIP30,111.26
902695,507590,BUNDLE20,149.43
900417,522550,WELCOME15,172.7
900301,502529,VIP30,161.42
901470,529445,BUNDLE20,194.97
900956,502111,LOYALTY10,198.59
902516,512531,LOYALTY10,36.46
901063,518602,REFERRAL5,126.33
900393,523648,WELCOME15,144.92
902025,504480,WELCOME15,139.38
902481,523839,BUNDLE20,12.3
902107,510030,REFERRAL5,35.46
900579,529989,VIP30,118.73
900603,524153,VIP30,186.92
901971,509423,WELCOME15,165.85
901318,510611,REFERRAL5,107.52
901810,504634,BUNDLE20,197.58
900248,506632,VIP30,14.34
902486,500478,BUNDLE20,76.44
902178,502506,SPRING10,74.09
900754,528992,VIP30,53.37
902439,511350,VIP30,37.6
900967,509672,REFERRAL5,62.98
901413,510072,WELCOME15,37.49
901082,502325,SPRING10,122.25
900176,506431,BUNDLE20,158.7
901493,525469,FLASH25,194.59
900764,502627,BUNDLE20,163.42
900557,504369,BUNDLE20,16.88
902156,503765,VIP30,79.76
900620,506013,BUNDLE20,32.12
901377,527294,REFERRAL5,185.18
901331,501223,VIP30,23.47
901176,517712,VIP30,70.28
902752,526740,SPRING10,96.39
900200,511919,VIP30,120.58
901104,503777,LOYALTY10,16.64
901920,512372,REFERRAL5,11.83
901035,512483,SPRING10,37.7
902503,500647,LOYALTY10,147.83
902383,504812,REFERRAL5,140.27
900089,529288,BUNDLE20,183.54
901024,507368,BUNDLE20,180.76
901420,517560,SPRING10,38.22
901836,519442,FLASH25,71.25
902044,508175,LOYALTY10,68.39
901738,523928,VIP30,88.42
901683,513641,REFERRAL5,60.84
901040,516870,LOYALTY10,42.38
902642,506996,REFERRAL5,32.39
901458,509752,SPRING10,120.61
901549,527305,WELCOME15,70.83
901660,513783,WELCOME15,193.81
901868,508776,WELCOME15,37.26
900533,501852,VIP30,23.75
900286,529209,SPRING10,182.75
901219,506613,FLASH25,137.44
901490,523569,SPRING10,45.97
902584,502936,LOYALTY10,145.73
901713,506244,REFERRAL5,126.88
901514,523125,WELCOME15,188.4
902672,503792,WELCOME15,116.41
901829,516536,SPRING10,18.05
901892,526814,FLASH25,82.14
901315,509626,WELCOME15,189.03
901768,507087,LOYALTY10,61.7
900468,528652,FLASH25,60.44
902428,509443,LOYALTY10,85.88
902199,528161,WELCOME15,120.68
901384,501858,FLASH25,43.46
901845,501289,REFERRAL5,67.35
900983,523834,BUNDLE20,89.87
900101,501734,LOYALTY10,196.9
900391,523385,LOYALTY10,165.71
901722,511838,LOYALTY10,11.45
900540,506477,VIP30,160.32
901706,524949,LOYALTY10,160.74
902731,524931,VIP30,59.25
901772,512303,SPRING10,98.22
900524,525176,REFERRAL5,138.08
900712,512454,REFERRAL5,116.3
901111,508331,LOYALTY10,120.82
902245,518001,REFERRAL5,116.49
902230,521323,VIP30,69.39
900202,529714,REFERRAL5,178.81
900287,523064,LOYALTY10,12.41
900616,524255,SPRING10,44.56
902309,513046,REFERRAL5,121.06
901939,502879,REFERRAL5,156.38
900021,523009,BUNDLE20,171.89
900044,505528,SPRING10,61.08
901156,524094,REFERRAL5,140.14
900852,508931,WELCOME15,156.83
900002,506011,FLASH25,78.44
900448,500658,VIP30,178.71
900858,507467,WELCOME15,161.95
902665,517406,WELCOME15,54.81
900426,501516,REFERRAL5,137.05
900420,508854,FLASH25,105.45
900071,527541,LOYALTY10,177.26
902012,519506,BUNDLE20,49.68
900679,508673,SPRING10,49.44
900813,511746,REFERRAL5,170.34
901702,519841,REFERRAL5,125.54
902223,514195,BUNDLE20,116.04
901448,526211,SPRING10,68.96
902787,504902,FLASH25,116.26
902784,500058,REFERRAL5,52.69
901290,511569,FLASH25,194.63
901616,505872,BUNDLE20,189.35
901827,516080,REFERRAL5,75.78
900074,504322,VIP30,123.02
902284,521967,LOYALTY10,81.64
901788,503631,FLASH25,60.42
902471,528276,REFERRAL5,41.43
901728,512808,VIP30,133.21
900702,510715,FLASH25,106.64
902567,519477,FLASH25,87.9
902303,505595,BUNDLE20,22.65
901778,516588,REFERRAL5,131.58
901389,515916,BUNDLE20,111.82
901486,512731,BUNDLE20,67.38
900699,522901,SPRING10,21.45
900432,505904,WELCOME15,109.42
900035,510412,VIP30,116.62
900668,524603,VIP30,10.17
902079,509706,VIP30,15.18
902411,504909,WELCOME15,134.21
901201,516998,REFERRAL5,110.28
902668,528733,VIP30,51.47
902215,519742,SPRING10,41.07
902177,502506,REFERRAL5,88.46
900364,519171,WELCOME15,149.89
902660,513832,BUNDLE20,54.97
900304,516310,SPRING10,58.05
901872,523879,WELCOME15,109.06
900929,514522,VIP30,135.46
902147,525685,WELCOME15,85.66
900808,501501,REFERRAL5,106.72
901109,522199,VIP30,169.7
902453,500479,FLASH25,66.89
902762,518276,VIP30,126.95
901560,529742,VIP30,126.9
900284,515976,FLASH25,81.82
901604,504110,FLASH25,50.29
900051,510298,REFERRAL5,85.09
900369,519299,REFERRAL5,93.72
900418,528839,LOYALTY10,108.0
901406,506588,BUNDLE20,93.19
900237,524924,BUNDLE20,69.31
900832,502055,LOYALTY10,148.54
900305,525711,REFERRAL5,125.78
902539,513897,BUNDLE20,21.04
902605,500209,SPRING10,147.93
900704,521522,WELCOME15,169.59
902575,510756,WELCOME15,77.61
901584,515988,WELCOME15,78.98
902576,510756,BUNDLE20,60.99
900576,515069,SPRING10,164.06
901189,507729,REFERRAL5,127.06
901802,521755,REFERRAL5,198.74
901567,529931,VIP30,114.7
900502,509593,WELCOME15,48.52
901450,503838,VIP30,23.99
902781,523976,WELCOME15,132.69
900925,521409,BUNDLE20,37.37
901654,529270,REFERRAL5,151.68
901910,522732,REFERRAL5,84.91
900001,525628,WELCOME15,114.7
900916,502135,BUNDLE20,170.13
901126,510149,VIP30,181.14
901088,514460,BUNDLE20,109.7
900544,516238,SPRING10,12.64
901876,522084,VIP30,138.19
902783,500058,SPRING10,47.36
900725,512871,REFERRAL5,115.01
901569,529183,SPRING10,70.45
900097,517784,REFERRAL5,89.07
900749,513737,VIP30,10.89
900052,527054,SPRING10,15.98
900995,505675,VIP30,73.1
901371,521438,WELCOME15,155.08
901276,510961,WELCOME15,16.65
900483,526228,BUNDLE20,65.71
902321,511828,BUNDLE20,95.82
901253,518849,BUNDLE20,46.93
901812,522924,BUNDLE20,37.99
901934,517752,BUNDLE20,121.14
902347,509583,REFERRAL5,133.69
901124,511299,LOYALTY10,100.63
900091,504928,WELCOME15,21.95
902736,506348,VIP30,149.25
902683,506563,BUNDLE20,53.94
900450,523957,WELCOME15,35.85
901857,512801,LOYALTY10,77.62
900889,521342,SPRING10,170.56
900113,525995,WELCOME15,101.01
901969,503901,REFERRAL5,117.32
901144,524235,BUNDLE20,25.11
902216,519742,LOYALTY10,124.59
901019,514474,BUNDLE20,128.92
902512,518286,LOYALTY10,12.71
900514,500174,VIP30,79.26
900428,500888,LOYALTY10,186.59
901547,502405,LOYALTY10,69.83
901119,501986,SPRING10,113.34
900953,522632,LOYALTY10,193.85
901799,516935,FLASH25,72.7
902606,500209,FLASH25,123.08
900528,509099,WELCOME15,74.36
900105,513983,SPRING10,97.91
900684,509170,WELCOME15,190.02
902634,504868,LOYALTY10,115.99
900337,501747,WELCOME15,198.4
900618,527178,SPRING10,173.65
902582,505795,LOYALTY10,25.2
900740,506138,SPRING10,15.27
900289,504347,LOYALTY10,43.93
900182,519683,WELCOME15,49.41
901739,515231,BUNDLE20,137.71
901921,505855,REFERRAL5,29.11
900238,500961,WELCOME15,19.91
900480,520369,WELCOME15,58.88
900711,508587,SPRING10,20.05
901544,500893,WELCOME15,181.41
900223,524047,BUNDLE20,96.27
902446,527352,FLASH25,59.04
901429,512673,WELCOME15,105.7
902419,505224,FLASH25,17.97
900329,514364,VIP30,182.25
901924,511629,FLASH25,108.85
900661,500894,REFERRAL5,193.53
900470,512950,VIP30,159.16
900784,523534,WELCOME15,27.36
902531,504362,WELCOME15,118.81
901885,514328,LOYALTY10,152.54
902732,524931,BUNDLE20,133.8
901707,509013,WELCOME15,166.27
902646,517875,SPRING10,25.46
901882,524016,SPRING10,133.21
901071,506873,REFERRAL5,54.07
900260,523826,REFERRAL5,165.59
901451,517219,BUNDLE20,149.9
902598,529280,WELCOME15,75.73
902182,525909,REFERRAL5,97.77
900709,504295,LOYALTY10,89.32
902517,502259,SPRING10,133.93
900662,510270,WELCOME15,163.86
901220,502447,SPRING10,79.67
900935,520703,WELCOME15,137.69
902316,521579,FLASH25,23.41
900099,504275,BUNDLE20,180.08
901795,517811,BUNDLE20,191.93
901108,525861,WELCOME15,196.84
901133,513022,WELCOME15,41.39
900317,512082,VIP30,72.48
901720,508869,BUNDLE20,178.25
901676,505572,WELCOME15,94.51
902298,522121,LOYALTY10,17.74
900363,525726,LOYALTY10,155.93
902008,514748,LOYALTY10,33.63
901374,514116,LOYALTY10,176.02
902376,503321,SPRING10,73.94
901961,527921,SPRING10,70.39
902391,515881,LOYALTY10,34.64
901229,505560,SPRING10,33.79
902463,512228,FLASH25,64.14
900185,503488,SPRING10,165.39
901532,525062,REFERRAL5,197.25
901519,519923,SPRING10,143.77
901343,511704,LOYALTY10,168.55
901115,508355,BUNDLE20,31.13
900119,501794,WELCOME15,185.09
900950,500376,REFERRAL5,148.14
900063,527102,SPRING10,56.37
901743,500101,VIP30,48.75
902620,530047,FLASH25,147.56
901555,515974,LOYALTY10,19.7
900677,500159,SPRING10,69.34
900137,506374,SPRING10,67.23
901014,512423,SPRING10,159.42
900613,515752,WELCOME15,158.46
902035,520013,BUNDLE20,123.71
902423,513901,WELCOME15,114.09
900355,519791,WELCOME15,163.05
901945,527152,FLASH25,58.19
901848,522059,BUNDLE20,31.66
900117,509048,FLASH25,150.39
900541,511767,VIP30,59.5
901655,506905,VIP30,143.58
900788,530077,REFERRAL5,71.87
900211,502984,WELCOME15,164.45
902167,504202,WELCOME15,89.38
900665,517564,REFERRAL5,23.35
900012,528017,VIP30,103.26
900553,512996,LOYALTY10,139.87
901774,508094,SPRING10,132.5
901959,516839,BUNDLE20,183.72
901750,518135,VIP30,27.09
900370,501082,WELCOME15,152.77
902651,500555,VIP30,73.24
901258,521261,WELCOME15,78.99
902158,513856,REFERRAL5,54.11
902270,521273,BUNDLE20,52.17
902146,506514,BUNDLE20,130.9
901952,521791,SPRING10,106.47
902796,518512,SPRING10,89.27
900316,522875,REFERRAL5,43.07
900966,522896,BUNDLE20,35.61
900577,505020,WELCOME15,29.45
901717,515597,WELCOME15,27.14
900283,508430,SPRING10,29.11
902654,512336,FLASH25,96.39
900970,522030,LOYALTY10,188.87
901526,524773,LOYALTY10,96.64
902018,520904,REFERRAL5,26.07
900831,511176,FLASH25,45.59
901613,504727,VIP30,138.59
900046,506482,REFERRAL5,151.96
902432,515858,FLASH25,30.07
902536,521172,FLASH25,104.49
902527,507545,WELCOME15,100.97
900708,527843,LOYALTY10,145.51
900955,524832,FLASH25,81.08
900996,528577,SPRING10,18.55
902368,515190,REFERRAL5,137.36
901819,527995,FLASH25,35.0
902412,504909,REFERRAL5,24.13
902511,518286,FLASH25,145.61
901734,513723,VIP30,79.22
900894,520685,BUNDLE20,100.89
901559,512810,WELCOME15,52.68
901341,515592,SPRING10,179.28
901859,526399,SPRING10,126.49
902603,504685,REFERRAL5,52.66
902106,512434,LOYALTY10,23.99
900535,525584,WELCOME15,118.71
900758,518504,WELCOME15,171.2
901817,514870,FLASH25,167.65
901114,524463,FLASH25,156.77
901656,501527,REFERRAL5,108.58
900505,508611,LOYALTY10,35.25
901155,501436,VIP30,67.67
902028,512648,LOYALTY10,100.63
902799,518502,WELCOME15,23.97
901475,518770,WELCOME15,57.32
901344,510287,BUNDLE20,103.02
902591,512886,REFERRAL5,111.61
902118,504443,BUNDLE20,103.92
902084,517973,WELCOME15,134.07
901032,513960,VIP30,166.0
901143,502822,LOYALTY10,65.81
900729,526419,FLASH25,27.72
901017,521568,VIP30,140.99
901662,505892,FLASH25,141.41
900747,504678,VIP30,46.18
901405,510017,REFERRAL5,113.15
901632,504912,BUNDLE20,53.51
901527,526508,FLASH25,160.67
901930,527848,WELCOME15,41.36
901205,516085,WELCOME15,158.14
901625,514118,SPRING10,80.1
901797,516322,VIP30,142.16
901479,517515,FLASH25,108.92
901061,500978,FLASH25,107.37
901609,520972,WELCOME15,12.1
900437,527311,WELCOME15,60.78
902308,516793,VIP30,39.92
900459,504773,VIP30,133.8
902400,501450,SPRING10,146.79
901369,525231,VIP30,175.77
900047,511607,VIP30,52.13
900254,527959,BUNDLE20,56.42
900255,519538,WELCOME15,63.0
902502,525057,VIP30,144.61
900213,524429,REFERRAL5,180.84
901511,528566,BUNDLE20,167.9
902613,508536,LOYALTY10,15.85
900236,506492,FLASH25,68.25
902581,505795,FLASH25,111.55
902190,516792,SPRING10,113.58
901984,513254,VIP30,100.69
900964,518472,LOYALTY10,104.99
902532,504362,BUNDLE20,76.44
900146,528983,SPRING10,81.7
902553,528667,SPRING10,144.57
902739,514139,BUNDLE20,92.38
902271,510942,REFERRAL5,41.22
900516,500791,WELCOME15,152.6
902705,505217,REFERRAL5,126.16
900462,506840,SPRING10,123.73
901028,510568,SPRING10,192.82
900210,503814,VIP30,91.01
901865,526359,LOYALTY10,194.08
900532,509314,FLASH25,172.31
901821,513891,SPRING10,154.46
900994,516180,WELCOME15,130.15
901228,511909,FLASH25,189.22
901822,523525,VIP30,39.28
900405,513327,SPRING10,141.28
901659,529708,SPRING10,187.38
900863,505378,VIP30,145.13
900793,505547,REFERRAL5,195.26
902402,526927,SPRING10,145.96
901903,529004,WELCOME15,35.44
901078,527224,BUNDLE20,119.7
900629,511141,REFERRAL5,82.48
901576,512173,LOYALTY10,50.19
901464,511880,WELCOME15,13.71
901852,500728,BUNDLE20,72.99
902595,501349,WELCOME15,44.24
900625,522685,WELCOME15,182.59
900439,501033,WELCOME15,155.89
902077,511122,SPRING10,74.31
901838,522007,LOYALTY10,171.38
901023,508338,LOYALTY10,42.45
901440,503830,VIP30,92.14
900266,513219,VIP30,15.77
902786,502605,WELCOME15,54.55
902435,501524,FLASH25,107.95
900162,516949,VIP30,36.14
900837,528212,LOYALTY10,130.94
901684,508946,FLASH25,44.28
901449,502706,WELCOME15,147.23
901339,512241,WELCOME15,69.8
902033,524776,VIP30,140.13
900592,509575,VIP30,79.8
900530,520373,LOYALTY10,154.14
901714,502852,FLASH25,198.88
902175,500125,REFERRAL5,73.74
900979,500671,SPRING10,89.93
901446,516952,LOYALTY10,48.64
900152,526424,VIP30,106.39
902011,527406,LOYALTY10,144.8
900816,504624,FLASH25,76.54
900850,508841,SPRING10,151.64
902338,523785,WELCOME15,32.54
902397,519581,WELCOME15,107.38
901608,503404,FLASH25,132.65
901721,529865,LOYALTY10,189.88
901603,516565,WELCOME15,186.42
901489,501841,REFERRAL5,78.7
901015,512113,WELCOME15,77.75
902057,523376,VIP30,52.42
900214,515490,REFERRAL5,144.67
902645,517875,VIP30,20.39
900746,505127,LOYALTY10,29.72
900724,512512,WELCOME15,70.63
900833,526653,FLASH25,82.94
902559,517072,FLASH25,147.11
900077,510873,SPRING10,136.59
901030,520771,FLASH25,92.07
900323,520522,VIP30,94.86
900960,515010,SPRING10,126.86
902356,522130,WELCOME15,15.26
901844,520492,REFERRAL5,167.33
902718,507084,REFERRAL5,119.6
902016,514577,SPRING10,161.1
901897,512352,WELCOME15,138.16
902392,515881,WELCOME15,143.26
901759,512001,VIP30,79.87
902171,524109,FLASH25,109.87
902649,529885,VIP30,18.27
900124,513846,LOYALTY10,136.41
901383,524628,REFERRAL5,110.0
902671,503792,REFERRAL5,18.15
900789,527006,SPRING10,113.02
901053,508811,LOYALTY10,191.7
901953,505274,SPRING10,163.7
900336,516121,VIP30,110.25
901833,509387,BUNDLE20,103.27
902659,513832,LOYALTY10,112.04
901404,525028,BUNDLE20,115.77
900828,507466,FLASH25,104.1
900636,506912,LOYALTY10,105.57
900703,523738,SPRING10,84.55
900180,505448,WELCOME15,61.9
902165,526867,SPRING10,70.38
901904,502692,BUNDLE20,113.18
902798,508758,FLASH25,106.86
900794,523007,LOYALTY10,84.76
900108,505089,VIP30,66.74
902083,517973,LOYALTY10,102.12
900940,518066,REFERRAL5,44.58
901103,523052,SPRING10,66.81
900700,516818,REFERRAL5,136.3
900100,504958,REFERRAL5,150.04
901557,523528,REFERRAL5,66.25
901495,508800,VIP30,33.54
901775,517878,FLASH25,140.43
901635,511881,VIP30,162.46
902002,519849,VIP30,196.22
900190,502989,BUNDLE20,25.6
902034,507240,WELCOME15,87.73
900575,527393,FLASH25,100.75
900302,516513,WELCOME15,96.37
901546,510750,SPRING10,58.53
901960,524449,SPRING10,97.33
901012,517021,BUNDLE20,17.15
902720,514897,VIP30,88.4
901791,519343,VIP30,48.11
900637,502327,LOYALTY10,35.7
901264,507311,SPRING10,161.21
901896,514428,VIP30,197.95
902555,511088,REFERRAL5,74.2
902020,506029,VIP30,28.34
901193,500591,SPRING10,52.04
901209,505703,FLASH25,89.99
902616,522289,LOYALTY10,21.59
900778,514600,WELCOME15,79.99
901083,503403,REFERRAL5,54.06
900617,516315,FLASH25,36.37
900736,523730,FLASH25,156.2
901292,500188,VIP30,64.17
900738,527074,VIP30,141.04
901667,517570,BUNDLE20,44.8
902315,521579,BUNDLE20,32.82
901173,514171,VIP30,141.35
902566,502420,FLASH25,72.28
900643,500431,VIP30,164.75
901503,500718,BUNDLE20,118.34
902081,514945,VIP30,123.33
902209,523727,WELCOME15,99.53
902287,505034,SPRING10,30.73
901021,509510,VIP30,49.28
902515,512531,REFERRAL5,33.89
901746,503711,VIP30,183.54
901522,503828,VIP30,101.0
901122,503841,BUNDLE20,120.55
901260,528813,FLASH25,69.33
901651,507615,LOYALTY10,120.92
901972,514492,REFERRAL5,14.81
901846,522109,LOYALTY10,188.7
902682,518503,SPRING10,44.47
901704,509469,SPRING10,111.67
902600,506861,LOYALTY10,116.39
902110,521716,WELCOME15,13.26
901866,507692,SPRING10,154.97
900447,502277,BUNDLE20,151.11
901434,522578,FLASH25,159.38
901715,524640,SPRING10,188.22
901993,525617,REFERRAL5,135.99
902082,514945,REFERRAL5,69.34
900757,527115,WELCOME15,188.09
901529,527857,WELCOME15,11.71
900803,529313,LOYALTY10,197.78
900672,526142,FLASH25,195.1
902609,529176,SPRING10,20.56
900131,513057,SPRING10,164.53
901745,518830,SPRING10,162.71
902630,524642,SPRING10,102.01
901327,526021,BUNDLE20,70.03
900582,524981,BUNDLE20,109.23
901283,514993,BUNDLE20,66.57
902506,524243,VIP30,124.02
900241,507451,BUNDLE20,163.58
900835,521610,FLASH25,46.01
900843,508114,SPRING10,88.89
900552,520235,SPRING10,140.86
900149,516805,REFERRAL5,132.93
902133,510454,FLASH25,23.76
902264,507152,LOYALTY10,23.07
901043,520066,LOYALTY10,16.53
902293,511203,VIP30,108.97
901596,517916,BUNDLE20,51.66
900041,501285,REFERRAL5,138.34
900362,514305,BUNDLE20,124.96
902779,521618,WELCOME15,38.05
902407,512987,SPRING10,33.59
900902,500738,FLASH25,77.35
900862,529750,REFERRAL5,192.48
901563,523195,WELCOME15,191.47
901765,529365,VIP30,43.17
902051,508258,VIP30,137.22
902443,517083,LOYALTY10,21.0
900024,529518,BUNDLE20,56.11
901839,525555,FLASH25,80.59
902688,501403,WELCOME15,78.77
901304,510594,VIP30,59.03
900338,523907,BUNDLE20,52.1
900760,501464,LOYALTY10,194.95
900965,511255,REFERRAL5,134.48
901167,506951,REFERRAL5,53.55
901059,519326,REFERRAL5,89.42
902181,525909,WELCOME15,32.84
900715,520311,WELCOME15,125.78
902278,507394,SPRING10,77.92
900085,515422,VIP30,197.51
902229,521323,LOYALTY10,34.38
901668,518981,VIP30,50.93
901199,505772,LOYALTY10,108.14
901431,517222,BUNDLE20,61.17
900169,519687,SPRING10,36.2
900387,521660,WELCOME15,111.76
901705,505254,WELCOME15,120.19
901766,513934,BUNDLE20,30.59
900716,515979,VIP30,80.89
901995,519792,LOYALTY10,47.52
901907,526936,WELCOME15,157.57
901512,516239,LOYALTY10,73.36
901397,525224,REFERRAL5,62.28
902129,517125,FLASH25,78.63
901188,519939,BUNDLE20,128.09
900911,507197,FLASH25,102.8
901198,519999,LOYALTY10,159.71
900268,501624,SPRING10,82.22
900312,512569,WELCOME15,84.19
900490,504166,WELCOME15,29.69
901611,521272,SPRING10,22.45
901246,522643,WELCOME15,130.88
902331,509186,SPRING10,96.26
902700,525825,VIP30,61.54
901225,510905,FLASH25,99.39
902152,523081,VIP30,88.05
901398,511755,BUNDLE20,42.39
900903,506886,SPRING10,139.05
902417,501363,FLASH25,55.53
900865,507533,WELCOME15,68.35
901285,526487,FLASH25,35.51
901354,521173,REFERRAL5,92.55
900457,525447,SPRING10,19.51
900204,519922,REFERRAL5,49.35
901172,511696,REFERRAL5,85.95
901048,528252,SPRING10,182.31
901232,520153,LOYALTY10,162.15
902722,515458,REFERRAL5,84.96
901577,511182,BUNDLE20,96.9
902219,526180,BUNDLE20,80.51
902706,505217,VIP30,11.71
901299,504746,BUNDLE20,167.18
902361,510289,BUNDLE20,44.57
902344,515368,WELCOME15,36.7
902189,516792,VIP30,128.38
902509,501032,SPRING10,21.81
902038,504016,WELCOME15,118.36
900403,502743,VIP30,95.32
900345,527119,WELCOME15,179.25
900823,515051,REFERRAL5,57.18
900978,514212,VIP30,143.7
900988,526872,VIP30,170.48
902254,509063,BUNDLE20,117.33
901175,523347,WELCOME15,168.87
900078,526502,REFERRAL5,63.06
900239,503027,WELCOME15,53.41
901224,506055,FLASH25,112.48
902072,506525,REFERRAL5,137.65
901805,511392,WELCOME15,100.99
902639,523793,BUNDLE20,11.43
901588,528008,FLASH25,88.14
900571,527611,SPRING10,196.99
902650,529885,LOYALTY10,47.96
901640,500239,VIP30,181.86
902102,528536,VIP30,74.78
902144,516235,VIP30,91.6
900733,526773,FLASH25,21.29
902007,502764,WELCOME15,14.73
902743,504726,FLASH25,28.98
901052,502350,REFERRAL5,25.89
901337,500646,SPRING10,65.87
900389,511798,WELCOME15,147.26
901057,518872,BUNDLE20,67.59
902465,527625,VIP30,32.43
900924,504497,SPRING10,49.51
902283,521967,REFERRAL5,131.91
901879,519318,VIP30,116.04
900328,515100,REFERRAL5,172.34
901582,509963,LOYALTY10,150.88
900878,528043,BUNDLE20,124.63
900080,512347,REFERRAL5,25.89
901814,526473,SPRING10,169.85
900780,529289,LOYALTY10,10.93
902266,511289,LOYALTY10,18.76
901018,523324,SPRING10,134.22
902791,519250,FLASH25,83.47
900038,504799,REFERRAL5,97.85
902495,524684,VIP30,64.59
902708,521432,REFERRAL5,128.79
900767,507298,BUNDLE20,81.26
900799,503588,REFERRAL5,167.56
901843,520899,FLASH25,125.61
901675,513844,SPRING10,52.77
900944,510148,BUNDLE20,173.81
900562,518542,WELCOME15,168.65
902803,521703,VIP30,136.32
902472,528276,LOYALTY10,97.82
900566,522493,REFERRAL5,167.31
901132,508371,FLASH25,60.87
900632,510788,REFERRAL5,45.37
901658,506786,LOYALTY10,150.36
901335,502100,SPRING10,119.74
902440,511350,BUNDLE20,15.84
902701,514644,WELCOME15,77.92
900844,515871,REFERRAL5,26.01
901996,525939,WELCOME15,10.01
900958,509105,VIP30,156.21
900022,527002,FLASH25,40.64
902053,524056,WELCOME15,134.63
901433,506658,FLASH25,95.79
901484,509577,REFERRAL5,142.84
902140,515404,FLASH25,17.45
901891,516608,REFERRAL5,115.4
901825,508163,WELCOME15,83.62
902339,506318,VIP30,89.96
900454,512757,LOYALTY10,34.07
901731,504511,FLASH25,17.63
901006,513828,VIP30,143.71
900139,503499,BUNDLE20,190.21
900062,519084,BUNDLE20,101.05
900385,525005,BUNDLE20,143.13
900009,521107,BUNDLE20,137.64
900989,516560,BUNDLE20,168.6
900010,515483,REFERRAL5,198.59
901551,527366,WELCOME15,174.25
900372,529034,LOYALTY10,100.8
900693,517102,FLASH25,102.45
900199,525033,SPRING10,105.89
900082,509955,FLASH25,101.58
902413,515822,BUNDLE20,27.46
900399,514058,LOYALTY10,142.56
901710,501746,SPRING10,65.61
901620,515478,LOYALTY10,196.76
900404,501265,WELCOME15,42.89
902747,526264,SPRING10,57.5
901368,529707,REFERRAL5,138.38
902548,507820,BUNDLE20,48.55
902661,521860,SPRING10,75.36
901399,515271,BUNDLE20,52.86
900004,512727,SPRING10,59.82
901031,514457,WELCOME15,77.99
901287,501763,LOYALTY10,48.55
900384,502854,SPRING10,182.82
900309,513553,SPRING10,44.84
901280,521486,BUNDLE20,191.21
902380,513795,FLASH25,19.13
900655,527403,REFERRAL5,30.84
902408,512987,VIP30,54.79
901973,502638,FLASH25,154.24
900061,506954,SPRING10,151.76
901437,508998,SPRING10,73.12
902164,516587,VIP30,116.19
901598,521025,WELCOME15,119.53
900649,506273,BUNDLE20,156.3
902348,509583,FLASH25,91.52
900551,522670,BUNDLE20,37.86
900578,528574,LOYALTY10,88.74
901252,527927,WELCOME15,76.93
900303,513182,VIP30,137.88
901842,509817,FLASH25,30.75
901062,503573,LOYALTY10,118.49
901391,527851,FLASH25,42.06
901159,505012,REFERRAL5,133.86
900324,500860,WELCOME15,18.45
902236,514185,WELCOME15,48.49
900515,503807,BUNDLE20,121.55
902196,517483,FLASH25,15.58
902022,518024,SPRING10,145.99
900997,504379,WELCOME15,55.16
902131,522928,SPRING10,102.51
901615,503610,VIP30,167.7
901322,522938,BUNDLE20,179.4
901295,503074,VIP30,66.32
902669,517081,BUNDLE20,12.13
902364,520943,WELCOME15,148.27
901485,501242,WELCOME15,68.26
902475,506090,SPRING10,75.52
901540,503079,BUNDLE20,19.15
901070,505163,FLASH25,163.36
902712,528805,VIP30,88.58
901345,529851,VIP30,159.69
901600,515610,LOYALTY10,43.08
900791,512470,FLASH25,104.54
900120,514591,REFERRAL5,129.01
902448,501434,WELCOME15,116.4
900058,503041,SPRING10,23.64
901763,521505,BUNDLE20,71.85
901585,510810,WELCOME15,169.52
900160,527561,LOYALTY10,199.56
902806,526649,SPRING10,57.35
902243,524324,FLASH25,47.61
902382,504287,SPRING10,119.42
901106,519135,REFERRAL5,104.8
902614,508536,REFERRAL5,127.32
900818,522854,BUNDLE20,129.26
900734,518071,FLASH25,161.19
902571,521815,LOYALTY10,143.02
902242,501348,VIP30,88.1
902449,501779,LOYALTY10,121.23
901586,517637,REFERRAL5,99.32
902074,521828,WELCOME15,97.58
901580,508327,REFERRAL5,114.54
900774,503867,VIP30,179.5
900546,515782,VIP30,165.44
902009,528510,WELCOME15,17.16
902457,528831,LOYALTY10,141.74
902490,516394,LOYALTY10,61.18
900096,529979,BUNDLE20,113.05
900786,506986,VIP30,23.2
901916,510089,FLASH25,74.29
901830,520133,FLASH25,42.09
901664,511717,REFERRAL5,10.25
900580,503341,VIP30,162.8
902674,515147,LOYALTY10,91.89
902379,513795,BUNDLE20,113.5
901284,510280,FLASH25,12.75
902734,510730,FLASH25,71.19
902373,509222,WELCOME15,115.54
900340,516583,FLASH25,128.91
902808,501694,REFERRAL5,99.93
900219,501993,LOYALTY10,11.63
900367,522415,SPRING10,199.94
900196,528632,LOYALTY10,143.71
900949,506763,BUNDLE20,197.73
900458,514583,LOYALTY10,50.61
901981,504593,BUNDLE20,42.31
900093,508539,FLASH25,150.07
901926,519231,SPRING10,29.02
902063,526267,SPRING10,130.58
902507,522330,FLASH25,54.71
901472,506174,FLASH25,23.57
